width,height,aspect_ratio,area,avg_color_r,avg_color_g,avg_color_b,confidence,class_label
73,71,1.028169014084507,5183,138.70191009068108,131.81246382404012,95.88095697472507,0.8,truck
112,95,1.1789473684210525,10640,43.26080827067669,58.53167293233083,65.4078007518797,0.8,truck
152,71,2.140845070422535,10792,118.23313565604151,143.53215344699777,152.61527057079317,0.8,truck
116,62,1.8709677419354838,7192,167.29185205784205,150.00027808676307,120.90642380422692,0.8,car
266,215,1.2372093023255815,57190,128.55577898233958,125.13388704318936,126.95768490994928,0.8,truck
119,93,1.2795698924731183,11067,59.95391705069124,69.38872323122797,53.68555164001084,0.8,car
66,58,1.1379310344827587,3828,80.34064785788925,121.4459247648903,168.87068965517244,0.8,truck
215,123,1.7479674796747968,26445,119.99081111741351,134.89793911892608,125.431007751938,0.8,truck
108,68,1.588235294117647,7344,88.44648692810459,118.59041394335513,99.43341503267975,0.8,truck
98,80,1.225,7840,106.23724489795919,118.83660714285715,105.05650510204083,0.8,truck
214,174,1.2298850574712643,37236,116.85511333118488,134.98665270168655,133.2121871307337,0.8,truck
146,77,1.896103896103896,11242,137.37395481231098,147.32947874043765,127.45934887030778,0.8,car
64,57,1.1228070175438596,3648,133.8141447368421,113.92297149122807,88.08086622807016,0.8,car
113,97,1.1649484536082475,10961,96.32387555879937,132.72402153088223,128.72730590274608,0.8,car
82,94,0.8723404255319149,7708,112.32511676180592,136.47950181629474,152.49325376232485,0.8,truck
110,91,1.2087912087912087,10010,119.5903096903097,133.85564435564436,119.62197802197802,0.8,car
79,80,0.9875,6320,85.91408227848102,107.06914556962026,113.56091772151899,0.8,truck
78,78,1.0,6084,109.45069033530572,120.37705456936227,93.76775147928994,0.8,car
150,71,2.112676056338028,10650,137.46723004694834,150.1267605633803,133.5669483568075,0.8,car
141,125,1.128,17625,105.73798581560284,121.4775035460993,107.66235460992908,0.8,truck
126,50,2.52,6300,148.64380952380952,156.44904761904763,124.16380952380952,0.8,car
80,80,1.0,6400,133.121875,129.9378125,99.47078125,0.8,truck
107,91,1.1758241758241759,9737,41.34024853651022,56.2161856834754,63.59843894423334,0.8,truck
152,71,2.140845070422535,10792,119.07264640474425,144.22108969607115,152.14084507042253,0.8,truck
117,63,1.8571428571428572,7371,164.981277981278,148.61796228462896,119.94708994708995,0.8,car
266,215,1.2372093023255815,57190,128.08852946319286,125.04285714285713,126.78903654485049,0.8,truck
108,85,1.2705882352941176,9180,63.841721132897604,65.299128540305,46.32854030501089,0.8,car
65,57,1.1403508771929824,3705,80.30094466936572,121.95465587044534,169.28367071524966,0.8,truck
215,124,1.7338709677419355,26660,119.9387471867967,134.7444111027757,124.65393848462116,0.8,truck
217,177,1.2259887005649717,38409,116.54112317425604,134.06311020854488,131.95287562810802,0.8,truck
147,78,1.8846153846153846,11466,131.14835164835165,145.57770800627944,132.23992673992674,0.8,car
66,59,1.11864406779661,3894,133.32485875706215,114.36774524910119,89.19414483821264,0.8,car
113,97,1.1649484536082475,10961,97.47486543198613,133.61764437551318,129.6779490922361,0.8,car
84,96,0.875,8064,112.14012896825396,135.82452876984127,152.02728174603175,0.8,truck
110,91,1.2087912087912087,10010,119.97162837162837,134.03566433566434,120.01558441558441,0.8,car
80,80,1.0,6400,85.9978125,106.87078125000001,113.53750000000001,0.8,truck
78,78,1.0,6084,110.25624589086128,119.52909270216963,92.24030243261014,0.8,car
150,72,2.0833333333333335,10800,138.09157407407406,150.60814814814813,134.52833333333334,0.8,car
142,127,1.1181102362204725,18034,107.87883996894753,122.94277475878894,106.49700565598313,0.8,truck
126,50,2.52,6300,148.73825396825396,156.32365079365078,124.15809523809524,0.8,car
83,84,0.9880952380952381,6972,130.05679862306368,128.28671830177854,101.0940906483075,0.8,truck
100,83,1.2048192771084338,8300,63.67192771084337,63.08084337349397,40.98867469879518,0.8,car
152,71,2.140845070422535,10792,118.09395848776872,144.44431060044477,154.48396960711636,0.8,truck
118,63,1.873015873015873,7434,164.03201506591336,148.5299973096583,120.22706483723432,0.8,car
267,216,1.2361111111111112,57672,128.1088049660147,125.04981620196976,126.91092731308088,0.8,truck
105,82,1.2804878048780488,8610,49.71498257839721,61.087456445993034,62.29372822299651,0.8,truck
65,57,1.1403508771929824,3705,78.73603238866396,121.638326585695,171.19730094466937,0.8,truck
217,178,1.2191011235955056,38626,120.79166882410811,135.35843732201107,128.947367058458,0.8,truck
145,78,1.858974358974359,11310,132.94518125552608,147.04376657824935,130.51715296198054,0.8,car
40,19,2.1052631578947367,760,141.7513157894737,166.63552631578946,89.06447368421053,0.8,car
65,59,1.1016949152542372,3835,132.81069100391133,113.42503259452411,88.16140808344198,0.8,car
114,97,1.175257731958763,11058,98.61050822933623,133.98905769578585,129.96934346174714,0.8,car
84,98,0.8571428571428571,8232,111.35471331389698,134.82300777453838,150.95954810495627,0.8,truck
109,90,1.211111111111111,9810,120.32059123343528,134.44495412844037,120.29429153924568,0.8,car
82,80,1.025,6560,86.05564024390245,106.98125,113.52942073170732,0.8,truck
78,79,0.9873417721518988,6162,110.77913015254788,118.77426160337552,90.48523206751055,0.8,car
147,70,2.1,10290,117.94149659863946,143.28697764820214,156.81739552964044,0.8,truck
141,127,1.110236220472441,17907,105.36661640699168,122.26810744401631,109.0674596526498,0.8,truck
126,50,2.52,6300,149.05698412698413,156.61301587301588,124.38809523809523,0.8,car
80,83,0.963855421686747,6640,131.70256024096386,128.7355421686747,99.44081325301205,0.8,truck
96,80,1.2,7680,63.021484375,60.187890625,39.636067708333336,0.8,car
150,71,2.112676056338028,10650,134.9711737089202,151.9274178403756,136.7055399061033,0.8,car
117,62,1.8870967741935485,7254,164.0827129859388,148.88116901020126,120.24372759856631,0.8,car
262,213,1.2300469483568075,55806,128.47229688563954,125.0859226606458,126.91196287137583,0.8,truck
103,81,1.271604938271605,8343,50.046026609133406,61.67865276279516,61.163610212153905,0.8,truck
64,57,1.1228070175438596,3648,80.32757675438596,122.18530701754385,167.70449561403507,0.8,truck
215,175,1.2285714285714286,37625,120.57310299003322,135.33759468438538,128.89012624584717,0.8,truck
143,77,1.8571428571428572,11011,134.64762510217057,148.16211061665607,130.37698664971393,0.8,car
41,21,1.9523809523809523,861,135.96747967479675,162.78513356562138,88.19976771196283,0.8,car
81,59,1.3728813559322033,4779,68.21971123666039,99.81544256120527,112.29252981795355,0.8,truck
82,68,1.2058823529411764,5576,88.16104734576759,124.88450502152081,161.08159971305597,0.8,truck
67,60,1.1166666666666667,4020,131.99825870646765,113.35721393034825,88.46716417910447,0.8,car
114,96,1.1875,10944,100.42306286549707,135.36513157894737,130.95623172514618,0.8,car
85,96,0.8854166666666666,8160,110.6422794117647,134.2861519607843,150.42561274509805,0.8,truck
108,88,1.2272727272727273,9504,120.69802188552188,135.23537457912457,120.75452441077441,0.8,car
81,80,1.0125,6480,85.78395061728395,106.74444444444444,113.12901234567902,0.8,truck
79,79,1.0,6241,108.75564813331196,119.7228008331998,93.21903541099182,0.8,car
144,70,2.057142857142857,10080,118.49494047619048,143.89930555555554,157.5534722222222,0.8,truck
140,126,1.1111111111111112,17640,105.14869614512472,122.18293650793652,108.46111111111112,0.8,truck
126,50,2.52,6300,148.75031746031746,156.30936507936508,123.99126984126984,0.8,car
80,85,0.9411764705882353,6800,131.20235294117646,128.49191176470586,100.02308823529411,0.8,truck
98,80,1.225,7840,62.86262755102042,60.55395408163266,39.763775510204084,0.8,car
146,70,2.085714285714286,10220,137.61320939334638,152.88923679060665,136.46242661448142,0.8,car
117,62,1.8870967741935485,7254,163.31830714088778,148.50882271850014,119.27060931899642,0.8,car
259,212,1.221698113207547,54908,128.70468784148028,125.16150651999708,126.69804035841771,0.8,truck
105,82,1.2804878048780488,8610,51.19256678281069,63.90731707317073,60.11358885017422,0.8,truck
65,57,1.1403508771929824,3705,81.80836707152497,121.90580296896086,165.2464237516869,0.8,truck
214,175,1.2228571428571429,37450,120.06841121495327,135.55941255006675,129.2407209612817,0.8,truck
141,76,1.855263157894737,10716,135.03611422172452,147.95968645016796,130.0364874953341,0.8,car
41,21,1.9523809523809523,861,133.8885017421603,161.1602787456446,87.27758420441347,0.8,car
82,59,1.3898305084745763,4838,67.90988011575031,99.44894584539065,111.83360892930963,0.8,truck
81,64,1.265625,5184,97.72916666666666,115.69232253086419,88.34471450617283,0.8,car
74,62,1.1935483870967742,4588,98.99869224062773,128.67959895379252,142.90627724498694,0.8,truck
64,57,1.1228070175438596,3648,133.22313596491227,113.40213815789473,87.65378289473684,0.8,car
113,94,1.202127659574468,10622,100.89107512709471,136.50988514404068,131.86913952174731,0.8,car
81,94,0.8617021276595744,7614,109.84554767533491,134.2283950617284,150.444707118466,0.8,truck
106,87,1.2183908045977012,9222,121.52027759705052,136.20646280633267,121.65191932335718,0.8,car
80,79,1.0126582278481013,6320,86.95917721518987,107.9987341772152,114.3756329113924,0.8,truck
79,78,1.0128205128205128,6162,109.88493995456021,120.72719896137617,94.23855890944499,0.8,car
144,70,2.057142857142857,10080,118.96597222222222,144.30267857142857,158.26210317460317,0.8,truck
139,125,1.112,17375,105.58020143884892,122.73841726618704,108.76345323741006,0.8,truck
125,49,2.5510204081632653,6125,149.8530612244898,157.21632653061224,124.35265306122449,0.8,car
80,86,0.9302325581395349,6880,131.17863372093024,128.88546511627908,101.70014534883721,0.8,truck
102,84,1.2142857142857142,8568,62.47619047619048,61.27439309056956,40.27696078431373,0.8,car
145,70,2.0714285714285716,10150,138.36876847290642,153.29152709359607,137.3386206896552,0.8,car
115,61,1.8852459016393444,7015,163.8215253029223,150.13813257305776,120.30064148253743,0.8,car
257,210,1.223809523809524,53970,128.60624420974614,124.75782842319806,126.72738558458401,0.8,truck
111,86,1.2906976744186047,9546,54.58202388434946,67.50733291430966,60.37418814163,0.8,truck
66,59,1.11864406779661,3894,86.48253723677453,122.49640472521828,161.17770929635336,0.8,truck
210,172,1.2209302325581395,36120,121.08217054263567,136.08319490586933,129.4557862679956,0.8,truck
141,76,1.855263157894737,10716,135.2280701754386,148.43346397909667,131.04460619634193,0.8,car
40,20,2.0,800,137.5475,163.96125,88.15875,0.8,car
81,59,1.3728813559322033,4779,67.48106298388784,99.03640929064659,111.1098556183302,0.8,truck
83,65,1.2769230769230768,5395,96.37330861909174,118.48989805375348,89.97275254865616,0.8,car
69,56,1.2321428571428572,3864,94.24378881987579,127.24120082815736,141.83566252587994,0.8,truck
64,57,1.1228070175438596,3648,134.60115131578948,114.6658442982456,88.78810307017544,0.8,car
109,90,1.211111111111111,9810,102.33741080530072,139.48328236493376,133.87084607543324,0.8,car
82,94,0.8723404255319149,7708,110.07771146860404,134.19434353918007,150.48118837571354,0.8,truck
106,87,1.2183908045977012,9222,121.13337670787247,135.6374972890913,121.19073953589242,0.8,car
81,79,1.0253164556962024,6399,86.62587904360056,107.38740428191905,113.84935146116581,0.8,truck
79,79,1.0,6241,109.82711103989745,120.65758692517224,94.20813972119852,0.8,car
144,70,2.057142857142857,10080,119.25684523809524,144.76974206349206,159.11299603174604,0.8,truck
138,125,1.104,17250,105.5552463768116,122.61855072463767,108.87820289855073,0.8,truck
124,49,2.5306122448979593,6076,150.19453587886767,157.29871626069783,124.29098090849243,0.8,car
77,85,0.9058823529411765,6545,133.24415584415584,130.12895339954161,101.45897631779984,0.8,truck
107,87,1.2298850574712643,9309,62.24803953163605,62.91309485444194,41.60876571060264,0.8,car
144,70,2.057142857142857,10080,139.98105158730158,153.93660714285716,137.52896825396826,0.8,car
113,60,1.8833333333333333,6780,166.1253687315634,151.83215339233038,121.10884955752212,0.8,car
242,193,1.2538860103626943,46706,128.20262921252086,122.89234787821692,124.77895773562282,0.8,truck
118,92,1.2826086956521738,10856,61.80886145910096,75.1527266028003,60.424834193072954,0.8,truck
70,63,1.1111111111111112,4410,97.5201814058957,123.44625850340137,144.7106575963719,0.8,truck
205,169,1.21301775147929,34645,120.52913840381008,137.02874873719153,130.08260932313465,0.8,truck
139,76,1.8289473684210527,10564,136.315694812571,148.77536917834152,131.23371828852706,0.8,car
41,20,2.05,820,135.89756097560976,161.9,86.80853658536586,0.8,car
81,60,1.35,4860,67.96543209876543,99.18106995884773,111.43600823045267,0.8,truck
84,67,1.2537313432835822,5628,95.9637526652452,119.92981520966596,91.74946695095949,0.8,car
72,58,1.2413793103448276,4176,95.99185823754789,128.63146551724137,143.6118295019157,0.8,truck
69,117,0.5897435897435898,8073,110.0968660968661,133.44531153226805,148.12894834633966,0.8,truck
78,72,1.0833333333333333,5616,130.8116096866097,119.16969373219374,96.60363247863248,0.8,car
108,88,1.2272727272727273,9504,102.48421717171716,140.12910353535352,133.94570707070707,0.8,car
83,94,0.8829787234042553,7802,109.83286336836709,133.88925916431685,150.13086388105614,0.8,truck
106,88,1.2045454545454546,9328,120.21601629502572,134.54213121783877,120.09305317324186,0.8,car
80,79,1.0126582278481013,6320,86.88180379746835,107.84620253164557,114.30712025316456,0.8,truck
78,79,0.9873417721518988,6162,109.19863680623175,121.09574813372282,95.4873417721519,0.8,car
145,71,2.0422535211267605,10295,139.7767848470131,152.49247207382223,136.90121418164156,0.8,car
136,124,1.096774193548387,16864,108.33461812144213,123.6689990512334,106.4599146110057,0.8,truck
124,49,2.5306122448979593,6076,149.87080315997366,157.1199802501646,123.87541145490454,0.8,car
79,88,0.8977272727272727,6952,130.51006904487917,125.25834292289989,107.70742232451093,0.8,truck
108,89,1.2134831460674158,9612,61.42478152309614,63.13243861839368,41.68341656263005,0.8,car
149,70,2.1285714285714286,10430,120.72128475551294,148.54918504314477,160.27363374880153,0.8,truck
110,58,1.896551724137931,6380,168.62210031347962,153.3587774294671,124.51739811912226,0.8,car
