width,height,aspect_ratio,area,avg_color_r,avg_color_g,avg_color_b,confidence,class_label
61,55,1.1090909090909091,3355,134.70014903129658,113.9591654247392,87.24321907600596,0.8,car
117,101,1.1584158415841583,11817,93.33866463569433,127.1059490564441,123.55310146399255,0.8,car
83,98,0.8469387755102041,8134,110.77415785591344,134.7843619375461,150.5681091713794,0.8,truck
107,90,1.1888888888888889,9630,122.15098650051921,137.0969885773624,122.41609553478712,0.8,car
85,87,0.9770114942528736,7395,79.36970926301555,98.79661933739013,106.16889790398918,0.8,truck
82,83,0.9879518072289156,6806,106.44886864531297,112.21099030267412,83.92624155157215,0.8,car
152,71,2.140845070422535,10792,137.8691623424759,151.96414010378058,135.93115270570792,0.8,car
78,71,1.0985915492957747,5538,97.02022390754786,112.53828096785844,93.9472733838931,0.8,truck
127,50,2.54,6350,148.79574803149606,156.5062992125984,123.82110236220471,0.8,car
58,54,1.0740740740740742,3132,104.37452107279694,103.18550446998724,124.74169859514687,0.8,truck
114,97,1.175257731958763,11058,41.938958220293,56.160698137095316,63.183939229517094,0.8,truck
116,89,1.303370786516854,10324,101.92919411080976,132.8334947694692,136.03758233242928,0.8,truck
153,70,2.1857142857142855,10710,118.3345471521942,144.8564892623716,156.44285714285712,0.8,truck
127,69,1.8405797101449275,8763,160.84811137738217,143.55814218874815,116.99383772680588,0.8,car
66,55,1.2,3630,108.37024793388429,146.23223140495867,93.5793388429752,0.8,car
279,215,1.2976744186046512,59985,126.92516462448945,124.29785779778277,125.82879053096607,0.8,truck
129,88,1.4659090909090908,11352,59.12103594080339,90.33016208597604,114.91420014094433,0.8,truck
63,56,1.125,3528,134.14314058956916,114.12896825396825,87.94359410430839,0.8,car
117,101,1.1584158415841583,11817,94.51891342980451,128.2212067360582,124.7180333417957,0.8,car
84,99,0.8484848484848485,8316,111.92520442520443,135.76322751322752,151.64670514670516,0.8,truck
108,91,1.1868131868131868,9828,121.50783475783476,136.27838827838826,121.89550264550265,0.8,car
84,86,0.9767441860465116,7224,80.44642857142857,99.89576411960132,107.12638427464009,0.8,truck
81,83,0.9759036144578314,6723,107.05652238583966,112.80142793395805,84.12628290941544,0.8,car
151,70,2.157142857142857,10570,137.89214758751183,151.7767265846736,135.48666035950805,0.8,car
83,75,1.1066666666666667,6225,101.77799196787149,117.38875502008032,98.55598393574297,0.8,truck
125,49,2.5510204081632653,6125,150.11379591836734,158.166693877551,124.9818775510204,0.8,car
59,55,1.0727272727272728,3245,108.00739599383668,105.5251155624037,124.25238828967643,0.8,truck
98,84,1.1666666666666667,8232,39.322278911564624,51.44290573372206,63.35289115646258,0.8,truck
118,90,1.3111111111111111,10620,103.68022598870057,132.76741996233523,135.2382297551789,0.8,truck
152,69,2.2028985507246377,10488,118.27879481311976,144.75963005339437,156.41294813119757,0.8,truck
126,68,1.8529411764705883,8568,161.58193277310926,144.42623716153128,117.66269841269842,0.8,car
65,54,1.2037037037037037,3510,120.00085470085469,132.72649572649573,108.3082621082621,0.8,car
281,217,1.294930875576037,60977,127.25007789822392,124.68591436115256,126.47870508552404,0.8,truck
61,54,1.1296296296296295,3294,133.58986035215545,112.9547662416515,86.14268366727384,0.8,car
117,101,1.1584158415841583,11817,95.59202843361258,129.16645510704916,125.70212405855969,0.8,car
84,98,0.8571428571428571,8232,112.12609329446063,135.93731778425655,151.88739067055394,0.8,truck
109,92,1.184782608695652,10028,120.7364379736737,135.28709613083365,121.06441962504985,0.8,car
82,84,0.9761904761904762,6888,82.37282229965157,102.20194541231126,109.15113240418118,0.8,truck
80,81,0.9876543209876543,6480,109.33734567901234,115.05833333333334,85.54274691358025,0.8,car
152,71,2.140845070422535,10792,137.12629725722758,150.74657153446998,134.1898628613788,0.8,car
82,74,1.1081081081081081,6068,103.7462096242584,118.8803559657218,97.52702702702702,0.8,truck
124,49,2.5306122448979593,6076,150.8816655694536,158.93054641211322,125.60928242264647,0.8,car
58,53,1.0943396226415094,3074,111.04359141184126,107.12784645413143,123.73031880286273,0.8,truck
100,84,1.1904761904761905,8400,62.221785714285716,61.107261904761906,39.896904761904764,0.8,car
153,117,1.3076923076923077,17901,103.58711803809842,124.61164180772023,111.51337914083012,0.8,truck
152,69,2.2028985507246377,10488,117.58981693363845,144.11413043478262,156.42553394355454,0.8,truck
124,67,1.8507462686567164,8308,162.69390948483388,145.25601829561867,118.06632161771786,0.8,car
64,53,1.2075471698113207,3392,121.82606132075472,133.17010613207546,107.6432783018868,0.8,car
281,218,1.2889908256880733,61258,127.78520356524861,125.17532403930915,127.14195696888568,0.8,truck
59,53,1.1132075471698113,3127,136.00959385992965,114.88423409018229,87.48257115446116,0.8,car
116,100,1.16,11600,95.27008620689655,129.72060344827585,126.06224137931034,0.8,car
83,96,0.8645833333333334,7968,112.76393072289156,137.08421184738955,153.0020080321285,0.8,truck
110,93,1.1827956989247312,10230,119.79550342130987,134.25092864125122,120.09667644183773,0.8,car
81,82,0.9878048780487805,6642,83.64107196627522,103.80773863294189,110.51565793435712,0.8,truck
80,81,0.9876543209876543,6480,108.85895061728395,116.27854938271605,87.30277777777778,0.8,car
151,71,2.1267605633802815,10721,137.11286260610018,150.80682772129464,134.27683984702918,0.8,car
80,71,1.1267605633802817,5680,101.6524647887324,116.54225352112677,94.94577464788733,0.8,truck
126,49,2.5714285714285716,6174,149.89390994493036,157.9611273080661,124.81956592160674,0.8,car
62,58,1.0689655172413792,3596,122.02169076751946,117.70995550611791,110.70939933259177,0.8,truck
102,86,1.186046511627907,8772,40.77587779297765,53.84963520291838,64.1501367989056,0.8,truck
164,126,1.3015873015873016,20664,99.85854626403408,120.63980836236934,107.96752806813782,0.8,truck
152,70,2.1714285714285713,10640,117.01005639097745,143.8031015037594,155.65225563909775,0.8,truck
123,66,1.8636363636363635,8118,163.50825326435083,146.50911554570092,118.94838630204484,0.8,car
68,57,1.1929824561403508,3876,122.22110423116614,136.4233746130031,117.72110423116614,0.8,car
282,220,1.2818181818181817,62040,126.95512572533849,124.44550290135398,126.35627014829143,0.8,truck
112,87,1.2873563218390804,9744,59.14583333333333,69.51724137931035,51.79064039408867,0.8,car
75,65,1.1538461538461537,4875,77.76533333333333,122.38482051282051,174.27487179487179,0.8,truck
59,53,1.1132075471698113,3127,136.08762392069076,114.97121842021107,87.75311800447714,0.8,car
115,99,1.1616161616161615,11385,95.65656565656566,130.58682476943346,127.10074659639878,0.8,car
83,96,0.8645833333333334,7968,113.54643574297188,137.57718373493975,153.6613955823293,0.8,truck
108,90,1.2,9720,121.4190329218107,136.28672839506171,121.88847736625515,0.8,car
79,80,0.9875,6320,86.00775316455696,106.52262658227848,112.90791139240507,0.8,truck
79,80,0.9875,6320,109.84256329113924,118.40791139240507,89.75,0.8,car
153,71,2.1549295774647885,10863,136.49185307925987,149.9213845162478,133.65460738285924,0.8,car
82,71,1.1549295774647887,5822,109.92562693232567,125.4333562349708,98.31277911370664,0.8,truck
125,49,2.5510204081632653,6125,150.15951020408164,158.13828571428573,125.15983673469388,0.8,car
58,54,1.0740740740740742,3132,111.69667943805875,108.3719667943806,120.3492975734355,0.8,truck
105,90,1.1666666666666667,9450,62.25153439153439,63.159259259259265,41.84306878306879,0.8,car
166,128,1.296875,21248,98.78567394578313,120.34972703313254,109.36041039156628,0.8,truck
154,71,2.1690140845070425,10934,117.91348088531187,143.87662337662337,152.92555331991952,0.8,truck
121,65,1.8615384615384616,7865,165.4484424666243,147.7989828353465,119.60241576605213,0.8,car
277,218,1.2706422018348624,60386,127.77034411949789,124.75083628655649,126.57774980955851,0.8,truck
116,89,1.303370786516854,10324,52.20418442464161,66.94924447888415,62.19701666020922,0.8,truck
77,66,1.1666666666666667,5082,81.51456119637938,124.05706414797324,171.1090121999213,0.8,truck
201,115,1.7478260869565216,23115,118.92905040017304,133.6330953926022,130.15704088254378,0.8,truck
61,54,1.1296296296296295,3294,134.31208257437765,113.62082574377656,86.82665452337584,0.8,car
115,99,1.1616161616161615,11385,95.58304787000439,130.5080368906456,126.88388230127362,0.8,car
83,96,0.8645833333333334,7968,112.76116967871485,136.84011044176705,152.9172941767068,0.8,truck
108,90,1.2,9720,121.32633744855967,135.9721193415638,121.74609053497942,0.8,car
79,80,0.9875,6320,85.7376582278481,106.41550632911392,113.00870253164557,0.8,truck
80,80,1.0,6400,108.18484375,119.68140625000001,93.02359375,0.8,car
152,71,2.140845070422535,10792,117.13269088213491,143.1905114899926,156.4984247590808,0.8,truck
83,70,1.1857142857142857,5810,109.64388984509468,125.07573149741825,97.59242685025818,0.8,truck
124,49,2.5306122448979593,6076,150.42264647794602,158.27880184331798,125.14368005266623,0.8,car
62,58,1.0689655172413792,3596,117.50083426028921,112.64349276974416,113.81423804226918,0.8,truck
111,93,1.1935483870967742,10323,62.02450837934708,64.44221640995835,43.13542574832897,0.8,car
164,129,1.2713178294573644,21156,94.03918510115334,118.47145017961807,114.45240121005861,0.8,truck
155,72,2.1527777777777777,11160,133.9208781362007,151.2146953405018,137.12374551971325,0.8,car
121,65,1.8615384615384616,7865,165.1262555626192,147.94876033057852,120.14380165289256,0.8,car
274,218,1.2568807339449541,59732,128.1913379762941,124.78602758990155,126.63985803254536,0.8,truck
118,92,1.2826086956521738,10856,51.73701179071481,66.06770449521002,61.5668754605748,0.8,truck
72,62,1.1612903225806452,4464,82.55801971326164,123.15994623655914,168.15568996415772,0.8,truck
200,115,1.7391304347826086,23000,118.8683043478261,133.5983043478261,129.4571304347826,0.8,truck
120,94,1.2765957446808511,11280,104.49920212765959,133.87517730496455,131.90070921985816,0.8,truck
97,64,1.515625,6208,57.85873067010309,108.20264175257732,128.19023840206185,0.8,truck
62,56,1.1071428571428572,3472,133.95506912442397,113.7911866359447,87.5625,0.8,car
113,98,1.153061224489796,11074,95.10258262597074,131.06492685569805,127.24381433989525,0.8,car
84,96,0.875,8064,112.86954365079364,136.91493055555554,152.94196428571428,0.8,truck
107,89,1.202247191011236,9523,121.51748398613881,136.49879239735378,121.92848892155833,0.8,car
80,81,0.9876543209876543,6480,84.85262345679013,105.57777777777777,112.30324074074073,0.8,truck
79,81,0.9753086419753086,6399,107.48710736052509,118.26894827316768,92.48663853727145,0.8,car
151,71,2.1267605633802815,10721,117.18347169107359,143.1344091036284,156.39781736778284,0.8,truck
109,94,1.1595744680851063,10246,109.73199297286746,123.0782744485653,109.26507905524107,0.8,truck
122,48,2.5416666666666665,5856,151.3741461748634,159.58043032786884,125.4207650273224,0.8,car
75,72,1.0416666666666667,5400,136.54333333333332,131.37092592592592,95.39018518518517,0.8,truck
111,95,1.168421052631579,10545,61.40777619724988,64.19677572309152,42.88316737790422,0.8,car
155,72,2.1527777777777777,11160,133.41532258064515,150.59202508960573,137.79955197132617,0.8,car
118,64,1.84375,7552,166.1615466101695,148.91061970338984,120.42028601694915,0.8,car
271,216,1.2546296296296295,58536,127.94162566625666,124.70660789941232,126.39823356566899,0.8,truck
122,95,1.2842105263157895,11590,55.77083692838654,70.61458153580674,61.46755823986195,0.8,truck
70,61,1.1475409836065573,4270,80.14192037470725,121.69297423887588,168.38501170960188,0.8,truck
203,116,1.75,23548,119.04416510956344,133.74180397485986,128.8438508578223,0.8,truck
114,89,1.2808988764044944,10146,100.92736053617189,131.3652671003351,136.90735265129115,0.8,truck
106,69,1.536231884057971,7314,60.325403336067815,106.5782061799289,120.50875034181023,0.8,truck
63,56,1.125,3528,135.95238095238096,115.8358843537415,89.79251700680273,0.8,car
113,98,1.153061224489796,11074,95.99232436337367,131.89985551742822,128.0710673649991,0.8,car
83,96,0.8645833333333334,7968,113.31362951807228,137.28463855421685,153.3914407630522,0.8,truck
107,89,1.202247191011236,9523,121.49805733487345,136.2915047779061,121.74745353355034,0.8,car
81,81,1.0,6561,84.66041761926536,105.27099527511051,112.34156378600824,0.8,truck
79,80,0.9875,6320,108.3363924050633,118.70553797468355,93.2876582278481,0.8,car
151,71,2.1267605633802815,10721,138.22171439231414,151.098871373939,135.136461151012,0.8,car
120,106,1.1320754716981132,12720,109.4883647798742,123.98325471698112,114.13687106918239,0.8,truck
122,48,2.5416666666666665,5856,151.80430327868854,159.72472677595627,125.79815573770492,0.8,car
75,73,1.0273972602739727,5475,137.84949771689497,132.06922374429223,97.08456621004567,0.8,truck
112,95,1.1789473684210525,10640,42.534116541353384,57.713627819548876,64.65178571428572,0.8,truck
153,71,2.1549295774647885,10863,117.9490932523244,143.8955168922029,154.7378256466906,0.8,truck
116,62,1.8709677419354838,7192,168.3546996662959,150.71537819799778,121.39182424916574,0.8,car
268,215,1.2465116279069768,57620,128.52344671988894,125.02596320721972,126.85892051371053,0.8,truck
122,95,1.2842105263157895,11590,60.295081967213115,71.14840379637619,53.41345987920621,0.8,car
68,59,1.152542372881356,4012,80.58823529411764,120.76395812562312,167.86241276171484,0.8,truck
204,116,1.7586206896551724,23664,118.53198951994591,133.5498647734956,129.17507606490872,0.8,truck
111,87,1.2758620689655173,9657,98.85326706016362,131.39784612198406,146.77208242725484,0.8,truck
108,70,1.542857142857143,7560,89.34021164021165,117.00357142857143,93.044708994709,0.8,truck
86,71,1.2112676056338028,6106,61.07631837536849,99.4477563052735,139.9493940386505,0.8,truck
209,171,1.2222222222222223,35739,115.00581997257898,135.22566384062227,135.93642799182965,0.8,truck
146,77,1.896103896103896,11242,134.4037537804661,144.40998043052838,131.11812844689558,0.8,car
63,56,1.125,3528,134.80952380952382,114.53061224489797,88.41014739229026,0.8,car
113,97,1.1649484536082475,10961,96.35215764984946,132.33464099990877,128.39321229814797,0.8,car
82,95,0.8631578947368421,7790,113.33517329910141,137.27894736842106,153.37612323491658,0.8,truck
109,90,1.211111111111111,9810,120.57247706422018,135.02099898063202,120.76605504587157,0.8,car
80,80,1.0,6400,85.83796875,106.77140625,113.4790625,0.8,truck
78,79,0.9873417721518988,6162,109.7654982148653,120.49139889646219,94.1531970139565,0.8,car
151,70,2.157142857142857,10570,137.67776726584674,150.34446546830654,133.94020813623462,0.8,car
135,119,1.134453781512605,16065,106.0006224712107,121.5370059134765,112.05944600062247,0.8,truck
123,48,2.5625,5904,151.3775406504065,159.25948509485096,125.42208672086721,0.8,car
